Account_Length;Vmail_Message;Day_Mins;Eve_Mins;Night_Mins;Intl_Mins;CustServ_Calls;Churn;Intl_Plan;Vmail_Plan;Day_Calls;Day_Charge;Eve_Calls;Eve_Charge;Night_Calls;Night_Charge;Intl_Calls;Intl_Charge;State;Area_Code;Phone
96;37;7;5;9;0;5;1;0;1;93;1;116;0;86;0;5;0;CT;415;387-5860
96;18;7;6;11;0;1;0;0;1;86;1;113;0;70;1;3;0;WI;510;343-2605
166;0;9;7;9;0;1;0;0;0;115;34.71;152;1;109;0;5;0;IN;510;350-6759
74;0;4;10;6;0;2;0;0;0;83;1;67;1;85;0;5;0;DC;415;371-1514
36;0;7;8;10;0;0;0;0;0;117;26.79;58;1;99;0;1;0;AR;415;346-9317
113;0;9;9;9;0;4;0;0;0;129;36.64;117;1;91;0;9;0;ME;415;398-4313
94;0;8;8;12;0;1;0;0;0;98;30.86;88;1;114;1;5;0;MN;415;412-4399
67;0;7;5;8;0;2;0;0;0;80;1;81;0;111;0;4;0;MD;415;330-1835
127;0;11;11;9;0;1;1;0;0;106;2;168;1;119;0;2;0;FL;415;416-1676
121;0;7;15;297;0;0;1;0;0;108;28.97;68;29.79;87;1;3;0;RI;408;329-7347
158;0;158;12;10;0;1;0;0;0;106;26.86;114;24.86;89;0;4;0;IA;415;360-6868
136;0;92;11;9;0;1;0;0;0;117;1;77;1;90;0;10;0;AZ;510;405-6641
196;0;234;10;7;0;2;0;0;0;109;39.78;114;1;70;0;5;0;MO;415;393-2373
113;0;11;11;9;0;1;1;0;0;111;2;118;1;105;0;10;0;VT;415;419-1714
122;0;12;9;6;0;4;1;0;0;99;2;89;1;107;0;3;0;IN;408;336-3819
112;0;8;8;8;0;0;0;0;0;101;1;82;1;107;0;2;0;RI;510;341-3464
209;0;9;11;8;0;3;0;0;0;128;38.62;92;1;74;0;4;0;SD;415;413-5310
62;0;10;220;11;1;1;1;0;0;109;2;118;1;78;1;2;0;MN;415;366-7912
110;38;10;8;8;0;1;0;0;1;102;2;112;1;82;0;6;0;TX;415;399-8845
16;0;9;7;9;0;0;0;0;0;69;34.95;93;1;64;0;3;0;VA;510;368-2583
73;0;4;12;205;0;0;0;0;0;136;16;122;1;77;0;4;0;MA;408;360-6309
128;0;5;9;11;1;0;0;0;0;99;1;107;1;111;0;2;0;ID;408;359-5890
39;0;3;13;5;1;1;0;0;0;158;0;120;1;46;0;3;0;MA;408;332-2462
103;28;121;11;7;0;2;0;0;1;105;1;100;1;76;0;4;0;GA;415;381-9196
119;29;5;11;6;0;3;0;0;1;66;1;114;1;76;0;3;0;RI;415;329-3222
173;21;10;9;273;5;3;0;0;1;96;2;118;1;102;1;5;0;ID;510;363-5819
128;32;9;8;6;0;2;1;1;1;81;38;74;1;101;0;2;0;SD;510;413-9269
86;0;7;11;12;0;0;0;0;0;79;29.97;97;1;78;1;3;0;MA;510;330-7483
114;32;5;7;10;1;1;0;0;1;79;1;105;1;89;0;3;0;WY;415;403-7775
104;0;6;11;10;10;0;0;0;0;107;1;113;1;74;0;3;0;VA;408;360-2479
148;0;4;10;10;0;1;0;0;0;134;1;92;1;91;0;4;0;OR;415;394-3791
129;0;207;6;10;1;3;0;0;0;91;1;121;1;112;0;5;0;VA;408;384-2632
100;30;2;9;6;0;0;0;0;1;104;10;107;1;118;0;3;0;ME;510;359-8466
121;35;3;9;8;0;1;0;0;1;95;1;69;1;42;0;4;0;AL;408;331-8909
143;33;10;10;7;0;1;0;0;1;109;40.66;112;1;95;0;4;0;GA;408;359-5160
76;0;8;9;8;1;0;0;0;0;130;33.71;86;1;96;0;3;0;IA;510;330-9833
158;0;9;10;3;1;0;0;0;0;97;34.88;77;1;108;0;12;0;AZ;510;362-2314
116;0;8;13;5;0;3;0;0;0;98;32.66;135;1;94;0;2;0;FL;510;338-8478
54;0;11;10;8;0;1;1;0;0;83;2;74;1;111;0;2;0;MT;415;387-5453
86;0;5;8;6;1;7;1;0;0;121;1;93;1;152;0;5;0;AL;415;380-3437
108;0;7;11;9;0;0;0;0;0;99;28.83;87;1;78;0;4;0;DE;510;365-8779
66;0;8;6;10;0;1;0;0;0;95;1;66;1;101;0;4;0;MT;510;407-2750
151;17;9;6;7;0;1;0;0;1;97;2;90;1;44;0;4;0;KY;408;396-8265
99;0;7;11;7;0;0;0;0;0;70;28.76;77;1;104;0;2;0;SC;510;397-4304
55;0;8;7;13;7;2;0;0;0;121;33;110;1;136;1;7;0;WA;415;333-2611
77;0;10;11;9;0;2;0;0;0;104;39.75;94;1;104;0;3;0;OR;510;409-8814
78;0;9;8;7;1;0;0;0;0;67;2;127;1;102;0;2;0;AK;408;336-5406
89;0;213;7;11;0;1;1;0;0;63;2;71;1;126;1;1;0;GA;415;343-6940
101;0;8;11;275;0;1;0;0;0;115;1;101;1;145;1;11;0;MN;415;361-9923
44;34;9;7;9;14;0;0;0;1;105;37.71;85;1;62;0;7;0;IL;415;350-6639
98;21;3;7;10;0;2;0;0;1;98;0;86;1;84;0;0;0;IN;408;376-4300
64;37;6;3;7;1;1;0;0;1;92;1;103;0;99;0;3;0;SC;510;349-6567
141;0;11;7;135;0;3;0;0;0;131;2;120;1;119;0;8;0;VA;415;333-7749
81;33;7;123;11;1;1;0;0;1;117;1;90;0;101;1;5;0;WI;415;408-6089
162;0;9;6;8;0;1;0;0;0;117;2;121;1;89;0;11;0;VT;510;375-2165
83;41;6;7;5;1;3;0;0;1;122;1;107;1;105;0;5;0;AZ;415;400-6999
100;0;107;4;10;1;4;1;0;0;63;1;67;0;74;0;3;0;FL;510;420-7823
59;0;8;9;10;0;4;0;0;0;104;1;95;1;100;0;8;0;AK;510;366-5241
179;38;9;10;10;0;4;0;1;1;78;2;71;1;85;0;4;0;AR;415;413-3412
79;0;6;7;4;0;1;0;0;0;112;25.87;132;1;87;0;3;0;AR;408;406-2752
117;0;8;9;204;1;2;0;0;0;95;30.86;88;1;82;0;9;0;AK;415;337-8078
64;0;10;9;8;1;2;1;1;0;77;2;85;1;97;0;2;0;MS;408;402-1942
31;0;7;3;9;1;1;0;0;0;105;1;93;0;98;0;2;0;ME;415;371-7917
124;0;10;8;206;0;1;0;1;0;89;2;80;1;114;0;4;0;CA;408;343-6374
122;23;6;9;5;0;2;0;0;1;85;1;132;1;96;0;2;0;NM;408;385-8730
37;39;6;9;5;0;1;0;1;1;122;1;75;1;90;0;4;0;NE;408;393-7892
90;29;6;11;7;0;1;0;0;1;109;1;103;1;97;0;4;0;SC;408;407-6748
159;0;11;13;183;0;1;1;1;0;53;43.71;127;1;82;0;6;0;CO;408;341-4463
148;0;5;7;253;0;0;0;0;0;83;1;81;1;99;0;6;0;DE;415;351-2587
39;36;6;10;9;12;1;0;0;1;121;1;113;1;131;0;5;0;OH;415;421-9752
77;0;230;4;13;0;2;0;0;0;87;2;138;0;136;1;3;0;MS;408;356-4001
194;0;7;9;8;0;0;0;0;0;88;1;118;1;81;0;2;0;OK;408;328-9869
154;0;15;9;11;0;1;1;0;0;75;59.64;94;1;100;0;9;0;CO;415;343-5709
112;0;8;11;5;0;4;0;0;0;96;32.86;123;1;115;0;3;0;NC;415;334-1872
45;0;3;11;255;18;1;0;0;0;127;1;108;1;100;0;3;0;MD;415;350-1040
132;0;3;10;6;0;1;0;0;0;110;1;137;1;114;0;5;0;KS;415;369-3214
128;0;8;11;7;16;0;0;0;0;99;1;120;1;76;0;2;0;MA;415;385-6778
135;0;8;225;9;0;1;0;0;0;81;1;114;1;82;0;6;0;NC;415;383-7689
56;0;197;9;9;0;2;0;0;0;110;1;102;1;91;0;6;0;NM;408;385-5722
151;0;218;5;11;1;0;1;1;0;57;2;88;0;95;1;1;0;CA;415;357-1909
32;0;7;10;7;1;2;0;0;0;98;1;96;1;108;0;2;4;NY;415;364-3567
90;0;7;9;12;0;2;0;0;0;77;1;99;1;58;1;6;0;AZ;415;422-4241
87;21;214;180;6;0;0;0;0;1;113;2;114;1;82;0;5;0;SD;415;370-2957
138;0;7;5;8;0;2;0;0;0;87;28.99;116;0;111;0;7;0;DC;415;329-6562
79;0;9;9;9;0;1;0;0;0;123;34.97;108;1;106;0;18;0;ND;408;363-3515
95;0;7;12;8;0;1;1;1;0;84;1;112;1;89;0;2;0;MO;415;374-7787
127;0;221;7;10;0;2;0;0;0;100;2;113;1;96;0;4;0;KS;415;345-2931
137;0;10;191;9;1;3;0;0;0;118;2;93;1;50;0;2;0;SD;510;373-5732
97;0;6;6;240;1;1;0;0;0;107;25.77;96;1;112;0;4;0;OK;415;348-7437
149;0;7;145;10;0;0;0;1;0;87;29.95;81;1;92;0;4;0;OR;415;332-9460
117;22;196;13;9;0;1;0;1;1;82;1;82;1;120;0;5;1;IN;415;355-6531
84;0;7;10;8;0;2;0;0;0;125;1;90;21;82;0;4;0;OH;408;336-9390
137;0;10;9;9;0;4;0;0;0;113;2;79;1;111;0;7;0;KS;415;346-8581
99;0;6;274;13;0;3;0;0;0;64;24.94;99;1;98;1;1;0;CT;415;363-8824
54;0;9;9;5;0;1;0;0;0;102;35.79;83;1;53;0;5;0;NH;510;353-3351
85;0;102;11;6;0;1;0;0;0;95;1;139;1;105;0;3;0;WI;415;360-4320
150;0;126;10;12;0;3;0;0;0;99;1;73;1;100;1;6;0;MS;510;417-6252
43;0;7;10;9;0;1;0;0;0;125;28.63;89;1;102;0;2;3;WV;415;393-4949
35;0;4;11;9;0;0;0;0;0;129;1;129;1;77;0;3;0;MA;415;401-3156
98;0;9;7;10;1;5;0;0;0;92;1;152;1;115;0;5;0;MD;415;338-6283
112;0;9;9;8;0;2;0;0;0;76;36.91;100;1;91;0;3;0;PA;510;352-9017
16;0;10;9;7;0;0;1;0;0;78;2;108;1;91;0;2;0;WI;510;405-5305
98;22;12;4;4;0;0;0;0;1;89;2;143;0;42;0;5;0;TN;415;376-9249
84;0;6;199;9;0;0;0;0;0;102;1;93;1;137;0;4;0;TX;408;339-7139
94;0;10;12;10;2;1;1;0;0;103;39.85;109;1;121;0;2;0;OR;415;328-6011
84;0;8;5;8;0;1;0;0;0;129;30.86;112;0;118;0;4;0;IL;510;378-1303
66;0;7;230;8;0;1;1;0;0;91;1;68;1;118;0;5;0;DC;415;402-5155
98;31;121;9;9;12;1;0;0;1;105;1;98;1;110;0;1;0;GA;415;333-5430
74;0;9;5;10;0;0;0;0;0;124;2;94;0;112;0;3;0;ID;415;365-9696
96;26;6;8;7;0;1;0;0;1;108;24.79;89;1;96;0;2;0;UT;408;410-4023
119;0;9;7;7;0;1;0;0;0;122;37.88;107;1;112;0;6;0;KY;510;411-7649
73;0;8;242;8;0;4;0;0;0;80;1;115;1;100;0;3;0;OH;415;338-4065
92;0;11;7;8;0;0;0;1;0;91;44.93;115;1;73;0;5;0;WI;415;421-9401
21;0;146;5;10;0;0;0;0;0;78;24.82;79;0;108;0;7;0;IL;415;343-9658
122;0;7;8;8;0;4;1;0;0;134;26.71;122;1;59;0;5;0;DE;510;332-5521
133;0;5;10;135;0;1;0;1;0;108;1;81;1;88;0;3;0;RI;510;349-4369
145;0;8;197;167;0;2;0;0;0;110;31.94;117;1;108;0;4;0;TX;415;351-4288
25;0;7;6;203;0;2;0;0;0;90;1;72;12;99;0;5;0;OR;408;422-5874
64;0;4;8;189;0;2;0;0;0;80;1;90;1;92;0;6;0;NV;415;396-2324
85;0;11;10;7;0;0;0;0;0;85;2;117;1;72;0;1;0;NE;415;416-5662
126;0;11;8;8;7;3;0;0;0;112;43.61;90;1;122;0;5;0;MS;415;363-9663
76;0;7;124;9;10;0;0;0;0;77;28.82;87;0;92;0;3;0;OR;415;410-9477
113;0;10;12;10;0;2;1;0;0;47;40.75;110;1;88;0;3;0;DE;415;352-4418
224;0;7;160;9;5;1;1;1;0;99;1;103;1;102;0;2;0;DE;510;361-6563
117;0;10;7;9;0;0;0;0;0;84;40.78;106;1;93;0;2;0;AZ;408;417-4404
128;34;6;8;10;16;1;0;0;1;73;1;79;1;81;0;6;0;SD;408;372-8048
115;0;8;327;9;0;2;0;0;0;98;1;73;1;106;0;6;0;NV;415;356-3646
141;28;9;11;7;0;2;0;0;1;126;1;126;1;124;0;11;0;NM;415;351-9604
51;0;11;7;3;1;1;0;0;0;114;2;94;1;112;0;1;0;MN;510;355-9581
100;0;8;12;8;1;0;0;0;0;122;34.65;76;1;83;0;3;0;NJ;415;396-5189
96;45;10;6;11;0;3;0;0;1;124;2;77;1;102;1;2;0;IN;415;356-9187
112;16;9;5;200;0;1;0;0;1;110;37.67;123;0;108;9;3;0;DC;415;394-5537
129;0;8;8;9;0;1;0;1;0;131;32.79;101;1;130;0;4;0;MA;510;408-2712
163;0;5;5;8;1;1;0;0;0;129;1;108;0;97;0;7;0;ME;415;404-4486
67;40;4;9;9;0;1;0;0;1;65;1;93;1;128;0;9;0;NH;415;355-1113
140;0;7;8;9;0;3;0;0;0;91;1;106;1;128;0;5;0;AZ;408;411-4674
49;0;5;11;9;1;2;0;0;0;69;1;92;1;153;0;7;0;OR;510;376-4519
46;0;10;11;195;1;2;1;0;0;100;2;90;1;104;0;2;0;KS;510;365-5979
148;0;7;12;181;0;1;0;0;0;98;1;110;1;98;0;4;0;NE;415;382-2879
112;0;10;8;11;1;1;0;0;0;77;2;97;1;94;1;2;0;MI;510;420-1383
78;0;155;7;6;0;2;0;0;0;106;1;101;1;125;7;5;0;SC;415;411-7390
61;31;12;8;8;0;0;0;0;1;101;2;102;1;49;0;3;0;PA;408;383-8848
58;29;10;5;7;0;1;0;0;1;80;40.87;91;0;108;0;3;0;MT;510;387-9301
155;0;8;13;9;8;1;0;0;0;123;1;96;25.61;134;0;3;0;NM;415;399-3164
100;0;278;7;9;0;0;1;0;0;76;2;74;1;126;0;4;0;OH;510;385-8997
113;0;155;14;8;1;1;0;0;0;93;1;106;1;123;0;3;0;WY;510;352-6573
81;0;6;8;8;0;2;0;0;0;99;1;102;1;86;0;2;0;MI;415;408-3384
135;27;11;154;10;1;1;0;0;1;141;2;99;1;112;0;6;0;AR;510;419-6033
99;0;6;11;6;1;0;0;0;0;93;1;95;1;67;0;4;0;FL;408;336-2090
59;29;6;9;5;0;1;0;0;1;114;1;82;1;103;0;3;0;AR;510;343-7242
135;0;10;8;6;1;1;0;0;0;129;41.96;121;1;109;0;5;0;MO;510;376-1713
85;0;7;196;15;0;2;0;1;0;107;1;126;1;110;1;7;0;WI;408;381-5878
70;0;2;11;9;0;0;0;0;0;103;0;106;1;86;0;6;3;TX;510;390-5470
88;0;6;236;7;0;3;0;0;0;116;1;138;1;110;0;4;0;TX;510;414-4803
55;0;12;6;8;0;2;0;0;0;100;48.74;121;0;122;0;5;0;NM;510;382-5478
75;0;5;8;4;1;1;0;0;0;114;1;61;1;82;0;3;0;GA;415;333-7637
79;21;11;8;7;0;4;0;0;1;79;44.93;118;1;92;0;3;0;ID;510;341-1647
85;0;5;11;8;1;0;0;0;0;107;1;124;1;76;0;5;0;AL;408;411-4232
86;23;9;10;10;0;0;0;0;1;107;2;105;1;81;0;2;0;KS;408;339-2616
91;0;149;10;260;0;0;0;0;0;115;1;105;1;94;0;3;0;SD;510;327-3850
149;20;8;274;8;1;1;0;0;1;77;33.81;88;1;76;0;9;0;LA;415;328-7209
97;0;11;11;9;0;1;1;0;0;125;2;100;1;101;0;1;3;OH;408;405-6189
88;0;11;10;7;1;1;1;0;0;124;2;112;1;115;0;2;4;MA;415;418-6737
60;0;4;8;9;0;2;0;0;0;88;1;69;1;69;0;2;0;AZ;415;366-2212
54;0;7;264;5;0;2;0;0;0;99;1;64;1;70;0;7;0;KY;408;356-1420
11;28;8;9;8;6;3;0;0;1;86;1;122;1;80;0;3;0;DC;415;343-1323
109;0;184;5;6;11;0;0;0;0;120;1;119;0;86;0;3;0;WA;415;361-8239
90;0;11;9;6;0;1;0;0;0;128;2;104;1;91;0;5;0;UT;415;384-1621
115;0;6;10;12;0;3;0;0;0;109;1;117;1;90;1;9;0;RI;408;360-3525
144;18;4;5;9;0;1;0;0;1;109;1;113;0;111;0;5;0;OH;415;392-3813
91;0;6;8;12;0;0;0;0;0;75;1;87;1;89;1;2;0;NV;408;337-6898
105;23;8;9;11;0;0;0;0;1;85;1;90;1;111;1;5;0;ND;415;366-8036
71;0;7;7;8;1;3;1;1;0;113;1;94;1;111;0;3;0;NV;415;352-8327
132;36;9;8;11;0;3;1;0;1;103;2;125;1;102;1;5;0;FL;510;334-9505
112;0;7;8;11;0;1;0;0;0;103;28.97;71;1;100;1;4;0;MD;415;336-5702
86;32;3;7;10;0;3;0;0;1;163;1;121;1;105;0;5;3;AZ;415;392-2381
41;34;8;11;7;1;2;0;0;1;63;1;110;1;115;0;9;0;AL;510;369-6880
44;0;10;7;10;0;1;0;0;0;146;40.85;83;1;106;0;2;0;NE;415;416-8697
78;0;75;10;176;0;3;0;0;0;116;1;87;1;83;0;6;0;NV;408;345-3451
149;0;3;6;8;0;1;0;0;0;117;1;100;0;53;0;3;0;IL;408;379-2514
72;33;4;13;7;0;4;1;0;1;59;1;98;26.81;117;0;4;0;WV;510;418-6651
139;20;9;10;7;1;0;0;0;1;101;2;132;1;132;0;12;4;MI;415;421-3528
74;0;6;6;12;0;3;0;0;0;111;1;42;1;83;1;6;0;AR;510;329-9046
50;0;11;7;9;0;1;0;0;0;106;43.88;106;1;110;0;5;0;UT;510;406-3890
141;23;6;7;9;0;3;0;0;1;112;1;118;1;115;0;2;0;GA;510;403-8904
140;0;6;7;12;0;1;0;0;0;134;1;98;1;124;1;2;0;AZ;408;393-4086
99;0;8;7;11;0;2;0;0;0;102;1;107;1;92;1;4;0;ID;408;400-1367
166;0;8;11;5;0;1;0;0;0;108;30.84;54;1;94;0;6;0;HI;408;377-9473
124;0;6;8;11;0;1;0;0;0;123;25.69;104;1;93;0;3;0;NV;408;396-3068
74;0;6;7;11;0;0;0;0;0;116;1;63;1;97;0;4;0;MD;415;331-9293
117;0;6;11;9;1;2;0;0;0;95;1;110;1;92;0;13;0;GA;510;347-1914
85;0;9;10;9;11;3;0;0;0;132;37.79;101;1;75;0;2;0;GA;510;395-1962
36;16;6;5;6;0;0;0;0;1;111;1;113;0;87;0;2;0;UT;415;401-5485
102;0;10;9;6;1;0;0;1;0;103;39.75;131;1;106;0;3;0;MA;510;355-6560
76;0;9;12;10;0;0;0;0;0;100;34.71;139;24.87;105;0;2;0;IN;415;363-3911
165;0;10;9;10;0;1;0;0;0;126;2;65;1;126;0;0;0;VT;510;345-1998
130;0;6;10;8;1;1;0;0;0;119;1;99;1;76;0;4;0;IA;415;361-5277
78;0;9;11;12;1;0;0;0;0;119;1;132;1;120;1;7;0;IN;415;376-7145
55;0;8;11;8;1;1;1;1;0;91;32.62;110;1;101;0;6;0;AL;415;375-2975
92;0;5;11;10;0;2;1;1;0;113;1;122;1;98;0;2;0;ME;415;376-8573
129;33;5;12;11;0;2;0;0;1;104;1;88;1;175;1;2;0;RI;415;366-7360
18;0;11;5;10;0;1;0;0;0;93;2;116;0;120;0;4;0;MD;408;347-7898
161;0;7;8;7;0;2;0;1;0;114;1;63;1;115;0;9;3;FL;415;390-7328
93;36;7;7;5;8;2;0;0;1;134;1;102;1;82;0;4;0;CA;415;356-5491
144;0;7;12;8;0;2;0;0;0;93;1;75;1;118;0;3;0;AL;415;373-3251
75;0;9;4;7;0;4;1;1;0;61;35.92;119;0;63;0;4;0;ME;408;343-1965
95;0;7;10;3;0;1;0;0;0;91;29.78;109;1;95;0;2;0;WV;415;378-8019
126;23;5;8;10;1;3;0;0;1;102;1;103;1;111;0;7;0;SD;415;386-1548
124;28;10;9;10;0;1;0;0;1;104;42.74;89;1;121;0;5;0;FL;415;397-1649
93;0;9;9;9;1;1;1;1;0;61;36.87;120;1;110;0;5;0;MI;415;366-7247
109;26;9;6;12;0;0;0;1;1;138;36.92;111;1;76;1;3;0;MI;415;402-9691
80;0;9;6;11;1;0;0;0;0;97;1;98;1;82;1;12;0;NM;510;334-9806
41;0;7;5;11;0;1;0;0;0;66;1;75;0;76;1;5;3;AK;415;378-7733
136;31;6;10;9;0;2;0;0;1;88;1;65;1;120;0;5;0;OH;415;407-2248
92;0;154;14;288;0;3;1;0;0;122;1;88;1;117;1;2;0;MO;415;405-3916
143;24;8;222;10;0;1;0;0;1;69;31.72;116;1;138;0;5;0;KS;408;407-2081
118;26;7;8;7;0;5;1;0;1;114;1;125;1;98;0;5;0;MS;415;397-9148
193;17;124;8;9;1;1;0;0;1;102;1;81;1;129;0;3;0;VT;408;415-4857
73;0;8;12;6;1;3;0;0;0;94;33.71;101;1;87;0;8;4;NE;415;354-7314
62;0;7;9;10;0;2;0;0;0;101;1;97;1;90;0;8;0;VA;408;346-5611
30;30;9;9;9;0;0;0;0;1;74;36.96;86;1;104;0;3;0;DE;415;349-4703
60;29;11;9;5;14;0;1;1;1;113;2;94;1;82;0;12;0;AL;408;411-7778
148;14;4;8;6;1;1;0;0;1;137;1;72;1;84;0;5;0;ID;510;421-1469
96;0;4;13;8;0;2;0;0;0;100;1;88;1;120;0;1;0;MS;510;420-5990
52;0;9;7;5;0;2;0;0;0;68;2;138;1;114;0;4;0;OK;408;389-4780
87;0;7;9;7;1;1;0;0;0;92;1;100;1;99;0;3;0;NM;415;357-2735
41;0;8;6;5;9;3;0;0;0;97;1;104;1;92;0;3;0;WI;408;409-4791
112;0;11;6;5;0;1;0;0;0;108;2;102;1;90;0;2;0;WV;415;380-5286
88;0;3;7;10;0;4;1;0;0;86;1;82;1;76;0;3;0;SC;510;394-8402
122;27;11;10;8;0;7;0;0;1;84;2;109;1;123;0;5;0;KY;408;392-1616
61;0;45;6;6;0;2;0;0;0;108;0;74;1;94;0;6;0;MO;408;364-1969
87;0;10;7;3;13;1;0;0;0;105;2;108;1;136;0;6;0;IL;510;390-4152
176;0;2;7;7;0;2;0;0;0;125;0;90;1;107;0;8;0;OK;408;367-7039
30;0;9;8;8;1;0;0;0;0;88;38.66;100;1;134;0;3;0;MI;510;391-6607
95;22;2;6;11;0;0;0;0;1;126;0;90;0;91;1;7;0;NJ;415;379-6652
46;0;5;7;8;0;2;0;0;0;133;1;143;1;72;0;4;0;ID;415;384-1833
100;0;3;14;9;1;0;0;1;0;110;1;115;28.65;99;0;9;0;DC;510;403-2455
47;37;7;8;232;0;2;0;0;1;77;1;102;1;87;0;4;0;NY;415;391-1348
77;0;163;9;10;0;2;0;0;0;112;27.71;89;1;66;0;3;0;AL;415;408-4174
98;38;9;253;9;0;2;0;0;1;61;2;104;1;73;0;5;0;OR;415;366-4334
125;36;8;2;5;0;1;0;0;1;117;1;78;0;104;0;3;0;OK;415;406-5059
67;0;13;3;10;0;4;0;0;0;97;52.77;123;0;99;0;10;0;LA;510;373-6784
194;0;2;12;9;1;1;0;0;0;101;0;138;1;87;0;1;0;NE;408;408-3532
128;40;7;6;8;14;1;0;0;1;88;1;109;1;93;0;6;0;TX;415;350-8680
190;22;7;183;121;0;0;0;0;1;93;1;92;1;102;0;3;0;UT;415;398-9870
165;0;9;8;9;1;0;0;0;0;126;36.82;104;1;123;0;8;0;OR;415;343-3356
59;0;4;9;9;0;2;0;0;0;113;1;125;1;92;0;3;0;NY;408;415-4609
47;28;6;168;5;0;1;0;0;1;94;1;108;1;84;0;2;0;AL;408;404-5387
150;29;9;158;6;0;0;0;0;1;77;35.68;52;1;113;0;1;0;RI;415;415-8151
152;20;10;11;11;1;9;1;1;1;120;2;94;1;80;1;3;0;MN;415;416-2778
26;0;10;9;8;0;3;0;0;0;109;39.87;129;1;94;0;6;0;NC;415;393-3300
79;31;4;243;3;1;3;0;0;1;90;1;135;1;92;0;8;0;MD;510;391-7661
95;27;5;10;268;0;1;0;0;1;106;1;90;1;115;1;3;0;RI;510;339-4317
69;0;12;10;171;0;2;1;1;0;90;2;91;1;118;0;10;0;WI;510;418-6455
95;41;6;8;6;0;5;1;1;1;91;1;61;1;67;0;9;0;VT;510;378-3508
31;31;4;10;255;0;0;0;0;1;54;1;97;1;131;0;3;0;CT;415;390-9359
121;31;10;9;8;0;4;0;0;1;63;2;117;1;85;0;5;0;OK;408;364-2495
111;0;7;8;7;0;4;1;0;0;58;1;108;1;104;0;3;0;AK;415;364-7719
157;0;9;8;5;0;2;0;0;0;111;2;99;1;118;0;2;0;NY;415;421-1189
44;0;12;258;8;0;3;1;0;0;112;48.98;92;1;90;0;4;0;GA;510;419-8987
61;0;3;8;108;0;2;0;1;0;103;1;149;1;100;0;6;0;UT;510;402-9980
65;0;6;259;6;1;2;0;0;0;80;1;94;1;107;0;6;0;NM;415;376-5908
74;25;8;5;7;1;2;0;0;1;84;1;103;0;75;0;2;0;NE;415;400-3150
123;0;7;13;9;12;0;0;0;0;77;1;92;25.82;120;0;4;0;NJ;408;336-1749
58;20;8;9;10;0;1;0;0;1;110;1;89;1;92;0;2;0;TX;408;420-1259
74;0;7;10;11;0;2;1;0;0;96;1;94;1;123;0;5;0;MT;408;339-7541
125;0;5;6;13;0;2;0;0;0;97;1;100;1;119;1;6;0;CO;415;378-9029
80;0;7;237;10;0;1;0;0;0;103;1;109;1;88;0;1;0;VT;415;342-7514
53;18;6;310;7;0;0;0;0;1;107;24.96;84;1;130;0;7;0;RI;408;422-4956
99;28;8;11;7;0;1;0;0;1;88;1;116;1;102;0;5;0;WY;408;389-8606
99;0;6;4;10;0;1;0;0;0;106;24.75;106;0;83;0;5;0;ID;415;406-7261
66;29;10;11;10;8;2;0;0;1;104;39;84;1;119;0;1;0;CT;415;417-7973
97;0;211;189;123;0;3;0;0;0;76;35.87;100;1;102;0;4;0;ME;510;390-2891
75;37;5;11;10;0;2;0;0;1;97;1;110;1;97;0;5;0;AZ;510;385-7387
85;0;216;8;6;0;2;0;1;0;73;36.72;117;16;98;0;7;0;MD;510;362-2776
108;0;293;7;6;10;2;0;0;0;88;49.81;101;1;87;0;6;0;IN;510;329-1955
133;32;9;11;7;1;2;1;1;1;137;2;99;1;108;0;4;0;NC;408;344-3160
51;0;8;8;8;0;1;0;0;0;108;30.86;87;1;119;0;2;0;DE;510;406-2454
186;26;3;7;12;1;2;0;0;1;107;1;116;1;90;1;3;0;MN;415;335-3913
44;0;3;275;6;0;1;0;1;0;92;0;82;1;108;0;3;0;WI;415;355-7705
64;31;10;10;7;9;3;0;0;1;88;38.86;109;1;124;0;1;0;FL;408;410-7108
44;0;10;12;12;0;2;1;0;0;121;38.78;79;1;77;1;5;0;WV;510;419-1674
114;36;13;8;8;1;1;0;0;1;90;52.68;89;1;105;0;2;0;SD;415;351-7369
92;0;8;9;9;1;3;0;0;0;74;1;119;1;80;0;6;0;FL;415;349-9566
110;0;6;180;140;0;2;0;0;0;112;1;93;1;119;0;4;0;OR;408;333-3421
90;30;8;10;6;0;1;0;0;1;76;1;95;1;124;0;3;0;CO;408;393-8199
72;21;8;335;8;1;1;0;0;1;108;31.74;86;1;119;0;4;0;CT;408;388-4879
113;0;9;14;246;0;1;1;0;0;151;1;113;1;116;0;2;2;IN;415;353-6007
171;25;9;8;6;0;3;0;0;1;77;37.94;118;1;90;0;3;0;PA;415;416-1557
104;0;7;6;7;0;1;0;0;0;109;27.91;90;1;117;0;8;0;NM;415;356-7217
165;0;6;8;13;0;1;0;0;0;75;1;93;1;93;1;2;0;ME;408;350-2012
104;0;10;12;8;0;0;1;0;0;128;39.81;92;24.91;79;0;6;0;SD;510;420-9838
110;0;2;7;8;0;1;0;0;0;102;0;124;14;108;0;5;0;AR;408;373-6379
90;0;9;8;9;0;1;0;1;0;97;37.71;134;1;154;0;4;0;TX;408;355-7293
114;0;7;2;7;0;1;0;0;0;85;28.83;86;0;124;0;8;2;NH;415;406-4588
101;0;4;11;7;1;5;1;0;0;118;1;79;1;93;0;11;0;OK;408;345-1524
